Case ID,Start Timestamp,Activity_code,duration,duration_min,bin,bin_range,0,1,1074,1171,1253,1322,1400,1468,1544,1629,1714,1812,1912,2,2052,2292,3,4,4194,5,6058,674,851,977
0,2014/12/12 01:42:00.833,register,0.0,0.0,0,"[0.0, 1.0)",0.2024381197609435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2014/12/12 02:00:00.833,check_basic,180.0,3.0,3,"[3.0, 4.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45649504130465196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2014/12/12 06:03:00.833,check_low,0.0,0.0,0,"[0.0, 1.0)",0.6771521632317399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2014/12/12 13:02:00.833,check_insurance,89700.0,1495.0,1468,"[1468, 1544)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928246934424178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2014/12/12 16:06:00.833,check_medical,127800.0,2130.0,2052,"[2052, 2292)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9213014962166042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2014/12/14 07:53:00.833,note,0.0,0.0,0,"[0.0, 1.0)",0.2024381197609435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,2014/12/14 09:16:00.833,archive,0.0,0.0,0,"[0.0, 1.0)",0.2024381197609435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2014/10/15 15:02:00.833,register,0.0,0.0,0,"[0.0, 1.0)",0.20631675981021314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2014/10/15 15:15:00.833,check_basic,120.0,2.0,2,"[2.0, 3.0)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40436192818767286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
